,Name,Material,Color,Price,URL,Image,Brand_name,Description,Category
10,The Ricky | About Time,"{'OCS Certified Organic Cotton': '65%', 'Tencel ™ Lyocell': '34%', 'Recycled Elastane': '1%'}",['about time'],"('USD', '158')",https://www.boyish.com/products/the-ricky-about-time,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/20200820_Boyish_SP21-1823.jpg?v=1614733709,Boyish Jeans,"['A little Boyish flare. The Ricky in About Time is a high waisted comfort stretch flare jean that will hug your body in all the right places. This jean comes in a medium eco wash with novelty buttons and a unique back pocket shape. Pair with the Porter denim shirt for the full Boyish look. These upcycled jeans include OCS Certified Organic Cotton and Tencel™ Lyocell, a natural raw material from eucalyptus trees that is responsibly produced to minimize environmental impact, reducing its carbon footprint and water usage.\nFront Rise: 12""Inseam: 34""Leg Opening: 21 1/2""Button Fly']",['jeans']
11,The Porter | Notorious,{'GOTS Certified Organic Cotton': '100%'},['notorious'],"('USD', '128')",https://www.boyish.com/products/the-porter-notorious,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/Boyish5fade4fe578b195fade4fe5796c.889055995fade4fe5796c.jpg?v=1612826077,Boyish Jeans,['Puff-Sleeve Shirt'],['shirts']
12,The Vincent | Gold Rush,"{'Organic Cotton': '70%', 'GRS Certified Recycled Cotton': '30%'}",['gold rush'],"('USD', '188')",https://www.boyish.com/products/the-vincent-gold-rush,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/20200820_Boyish_SP21-2939.jpg?v=1614734361,Boyish Jeans,"['Romantic details with Boyish ease. The Vincent jumpsuit comes in a rich golden yellow eco wash with a slim fit, puff sleeve detail and tie to cinch the waist, perfect for errands or a night out. This upcycled jumpsuit includes OCS Certified Organic Cotton and Tencel™ Lyocell, a natural raw material from eucalyptus trees that is responsibly produced to minimize environmental impact, reducing its carbon footprint and water usage.\nCenter Front Rise: 27""Inseam: 27""Leg Opening: 15 1/2""']",['jumpsuits']
13,The Joaquin | Golden Child,"{'Organic Cotton': '70%', 'GRS Certified Recycled Cotton': '30%'}",['golden child'],"('USD', '158')",https://www.boyish.com/products/the-joaquin-golden-child,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/20200820_Boyish_SP21-0875-Golden-Child.jpg?v=1612493649,Boyish Jeans,"['Versatile as a jacket or a dress, the Joaquin will be a staple in your closet for any season. This kimono-inspired style comes in a rich golden yellow wash with front patch pockets and a tie to cinch the waist. This upcycled piece includes recycled cotton, reducing its carbon footprint and reducing water usage.\nHigh Point Shoulder to Hem: 34""Sweep (Flat): 55""']",['dresses']
14,The Timmy | Gold Rush,"{'OCS Certified Organic Cotton': '60%', 'Tencel ™ Lyocell': '40%'}",['gold rush'],"('USD', '188')",https://www.boyish.com/products/the-timmy-gold-rush,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/20200820_Boyish_SP21-2817.jpg?v=1612493612,Boyish Jeans,"['Vintage details above all things. The Timmy in Gold Rush is a high waisted rigid straight leg jean with a novelty back yoke that brings a unique and distinct design. Our signature patch and rich golden yellow color are sure to make a statement. These upcycled jeans include OCS Certified Organic Cotton and Tencel™ Lyocell, a natural raw material from eucalyptus trees that is responsibly produced to minimize environmental impact, reducing its carbon footprint and water usage.\nFront Rise: 11 1/4""Inseam: 28""Leg Opening: 15""Button Fly']",['jeans']
15,The Bruno | Gilda,"{'OCS Certified Organic Cotton': '38%', 'GRS Certified Recycled Cotton': '31%', 'Refibra ™ X Tencel ™ Lyocell': '31%'}",['gilda'],"('USD', '188')",https://www.boyish.com/products/the-bruno-gilda,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/Boyish5faf11a8759b015faf11a875a73.368859615faf11a875a73.jpg?v=1614720266,Boyish Jeans,"['Everyday versatile essential. The Bruno is inspired by your favorite vintage denim jacket. It\'s rigid and cropped with big patch pockets in a medium eco wash. This upcycled jacket includes GRS certified recycled cotton and REFIBRA™ Technology, reducing its carbon footprint and reducing water usage.\nREFIBRA™ Technology takes fashion industry scraps and recycles the waste, which is then blended in with TENCEL™, a natural raw material from eucalyptus trees that is responsibly produced to minimize environmental impact. This zero waste jacket will be your new favorite second skin.\nHigh Point Shoulder to Hem: 17 1/4""Sweep: 33""']",['jackets']
16,The Tommy | Greed,"{'Organic Cotton': '70%', 'GRS Certified Recycled Cotton': '30%'}",['greed'],"('USD', '168')",https://www.boyish.com/products/the-tommy-greed,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/Tommy-Greed-Front.jpg?v=1574216426,Boyish Jeans,"['Straight up versatile. The Tommy is a high waisted rigid straight jean in a dark indigo wash. These upcycled jeans include recycled cotton reducing its carbon footprint and reducing water usage.\nFront Rise: 10 1/2""Inseam: 32""Leg Opening: 14 1/2""Button Fly\n** Sale items are non-refundable // Exchange or store credit only **']",['jeans']
17,The Joaquin | Gilda,"{'OCS Certified Organic Cotton': '38%', 'GRS Certified Recycled Cotton': '31%', 'Refibra ™ X Tencel ™ Lyocell': '31%'}",['gilda'],"('USD', '158')",https://www.boyish.com/products/the-joaquin-gilda,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/20200606_BoyishH20_LOOK_02-0004.jpg?v=1614733572,Boyish Jeans,['Kimono Jacket Dress'],['dresses']
18,The Georgy | Black,"{'OCS Certified Organic Cotton': '60%', 'Refibra™ X Tencel ™ Lyocell': '40%'}",['black'],"('USD', '68')",https://www.boyish.com/products/the-georgy-black,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/Boyish5faef3ef9eed645faef3ef9efd4.560669585faef3ef9efd4.jpg?v=1611280468,Boyish Jeans,"['The Georgy is a super soft jersey slim turtleneck tee with long sleeves, perfect for transitional weather and layering. This upcycled tee includes OCS Certified organic cotton and REFIBRA™ Technology, reducing its carbon footprint and reducing water usage. REFIBRA™ Technology takes fashion industry scraps and recycles the waste, which is then blended in with TENCEL™, a natural raw material from eucalyptus trees that is responsibly produced to minimize environmental impact. This zero waste tee will be your new favorite second skin.\nFront High Point Shoulder: 22""Sweep: 32""']",['shirts']
19,The Jimmy | Black,"{'OCS Certified Organic Cotton': '74%', 'Refibra™ X Tencel ™ Lyocell': '26%'}",['black'],"('USD', '88')",https://www.boyish.com/products/the-jimmy-black,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/Boyish5faeea147614075faeea1476260.682514885faeea1476260.jpg?v=1611282649,Boyish Jeans,"['Versatile vintage-inspired. The Jimmy in black is a super soft terry sweatshirt with roomy sleeves and a cinched waist. Reminiscent of the 90s, this timeless staple includes OCS Certified organic cotton and REFIBRA™ Technology, reducing its carbon footprint and reducing water usage.\nREFIBRA™ Technology takes fashion industry scraps and recycles the waste, which is then blended in with TENCEL™, a natural raw material from eucalyptus trees that is responsibly produced to minimize environmental impact. This zero waste sweatshirt will be your new favorite second skin.\nSleeve: 21 1/2""Bust: 52""Front High Point Shoulder: 18""']",['']
20,The Jimmy | Off White,"{'OCS Certified Organic Cotton': '74%', 'Refibra™ X Tencel ™ Lyocell': '26%'}",['off white'],"('USD', '88')",https://www.boyish.com/products/the-jimmy-off-white,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/Boyish5faeea68d7e5685faeea68d7f56.355100005faeea68d7f56.jpg?v=1611282614,Boyish Jeans,"['Versatile vintage-inspired. The Jimmy in off-white is a super soft terry sweatshirt with roomy sleeves and a cinched waist. Reminiscent of the 90s, this timeless staple includes OCS Certified organic cotton and REFIBRA™ Technology, reducing its carbon footprint and reducing water usage.\nREFIBRA™ Technology takes fashion industry scraps and recycles the waste, which is then blended in with TENCEL™, a natural raw material from eucalyptus trees that is responsibly produced to minimize environmental impact. This zero waste sweatshirt will be your new favorite second skin.\nSleeve: 21 1/2""Bust: 52""\xa0Front High Point Shoulder: 18""']",['']
21,The Taylor | Black,"{'OCS Certified Organic Cotton': '60%', 'Refibra™ X Tencel ™ Lyocell': '40%'}",['black'],"('USD', '98')",https://www.boyish.com/products/the-taylor-black,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/Boyish5fadd8953387565fadd895339a4.619965705fadd895339a4.jpg?v=1611280428,Boyish Jeans,"['The Taylor is a super soft rib turtleneck dress with long sleeves, perfect for transitional weather and layering. This upcycled dress hits at knee length with slits on each side and includes OCS Certified organic cotton and REFIBRA™ Technology, reducing its carbon footprint and reducing water usage.\nREFIBRA™ Technology takes fashion industry scraps and recycles the waste, which is then blended in with TENCEL™, a natural raw material from eucalyptus trees that is responsibly produced to minimize environmental impact. This zero waste dress will be your new favorite second skin.\nSleeve: 25 1/2""Chest: 32""High Point Should to Hem: 38 3/4""']",['dresses']
22,The Charley | High Society,"{'OCS Certified Organic Cotton': '17%', 'GRS Certified Recycled Cotton': '43%', 'Refibra ™ X Tencel ™ Lyocell': '40%'}",['high society'],"('USD', '188')",https://www.boyish.com/products/the-charley-high-society,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/20200606_BoyishH20_LOOK_13-0009.jpg?v=1614733376,Boyish Jeans,"['Back in time. Here is our take on rigid high waisted wide leg jeans. The Charley comes in a dark indigo eco wash with a raw hem and exposed fly buttons. These upcycled jeans include OCS Certified Organic Cotton and REFIBRA™ Technology, reducing its carbon footprint and reducing water usage.\nREFIBRA™ Technology takes fashion industry scraps and recycles the waste, which is then blended in with TENCEL™, a natural raw material from eucalyptus trees that is responsibly produced to minimize environmental impact. These zero waste jeans will be your new favorite second skin.\nFront Rise: 12 3/4""?Inseam: 30""?Leg Opening: 21""']",['jeans']
23,The Casey | High Society,"{'OCS Certified Organic Cotton': '17%', 'GRS Certified Recycled Cotton': '43%', 'Refibra ™ X Tencel ™ Lyocell': '40%'}",['high society'],"('USD', '168')",https://www.boyish.com/products/the-casey-high-society,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/Boyish5faf1024880d375faf10248827f.865027925faf10248827f.jpg?v=1610669348,Boyish Jeans,"['Perfectly imperfect. The Casey is a twist on your favorite vintage jeans. This high waisted rigid straight jean has a relaxed fit and an asymmetrical fly and comes in a dark indigo eco wash.\nThese upcycled jeans include OCS Certified Organic Cotton and REFIBRA™ Technology, reducing its carbon footprint and reducing water usage. REFIBRA™ Technology takes fashion industry scraps and recycles the waste, which is then blended in with TENCEL™, a natural raw material from eucalyptus trees that is responsibly produced to minimize environmental impact. These zero waste jeans will be your new favorite second skin.\nDark Indigo WashFront-Rise: 11 1/4""Inseam: 32""Leg-Opening: 14 1/2""']",['jeans']
24,The Mikey | Moonstruck,"{'OCS Certified Organic Cotton': '66%', 'Tencel ™ Lyocell': '33%', 'Recycled Elastane': '1%'}",['moonstruck'],"('USD', '158')",https://www.boyish.com/products/the-mikey-moonstruck,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/Boyish5faedaa06622a85faedaa0663b5.465036275faedaa0663b5.jpg?v=1610068420,Boyish Jeans,"['Cool with an edge. The Mikey is a high rise comfort stretch wide leg jean that hits at ankle length. It comes in a black wash with cute vintage-inspired bows in the back. These upcycled jeans include OCS Certified Organic Cotton and Tencel™ Lyocell, a natural raw material from eucalyptus trees that is responsibly produced to minimize environmental impact, reducing its carbon footprint and water usage.\nFront Rise: 11 1/4""Inseam: 28""Leg Opening: 19""Button Fly']",['jeans']
25,The Mikey | Starfight,"{'OCS Certified Organic Cotton': '66%', 'Tencel ™ Lyocell': '33%', 'Recycled Elastane': '1%'}",['starfight'],"('USD', '158')",https://www.boyish.com/products/the-mikey-starfight,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/Boyish5faeda42c792f15faeda42c7a39.191939315faeda42c7a39.jpg?v=1610068893,Boyish Jeans,"['The Mikey is a high rise comfort stretch wide leg jean that hits at ankle length. It comes in a dark indigo wash with cute vintage-inspired bows in the back. These upcycled jeans include OCS Certified Organic Cotton and Tencel™ Lyocell, a natural raw material from eucalyptus trees that is responsibly produced to minimize environmental impact, reducing its carbon footprint and water usage.Front Rise: 11 1/4""Inseam: 28""Leg Opening: 19""Button Fly']",['jeans']
26,The Troy | Blue Velvet,"{'Organic Cotton': '70%', 'GRS Certified Recycled Cotton': '30%'}",['blue velvet'],"('USD', '188')",https://www.boyish.com/products/the-troy-blue-velvet,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/Troy_BlueVelvet_Product_1.jpg?v=1614733964,Boyish Jeans,"['Utility vibes with an edge. The Troy has a pointed collar, novelty buttons, and cool functional cargo pockets on the sides. Versatile style that will be your new favorite piece from your closet. This coverall in a true blue wash is made with GRS certified recycled cotton, reducing its carbon footprint and water usage.\nHPS To Crotch: 30""Inseam: 27""']",['jumpsuits']
27,The Jeffery | Blue Velvet,"{'Organic Cotton': '70%', 'GRS Certified Recycled Cotton': '30%'}",['blue velvet'],"('USD', '188')",https://www.boyish.com/products/the-jeffery-blue-velvet,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/Boyish5faeead933c3715faeead933d3d.369010705faeead933d3d.jpg?v=1610671334,Boyish Jeans,"['Ready for an adventure. Inspired by safari vibes, the Jeffery is a rigid jacket with utility pockets and a tie-belt. This jacket includes recycled cotton reducing its carbon footprint and reducing water.\nFront HPS: 28 3/4""\xa0Sweep: 43 1/4""']",['jackets']
28,The Maxwell | The Crowd,"{'OCS Certified Organic Cotton': '75%', 'Tencel ™ Lyocell': '25%'}",['the crowd'],"('USD', '298')",https://www.boyish.com/products/the-maxwell-the-crowd,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/TheMaxwell-TheCrowd-Front.jpg?v=1602221848,Boyish Jeans,"['Classic Boyish Trench. The Maxwell has signature tailored details including notched lapels, raglan sleeves and hits at mid-calf length. This piece has a double-breasted button front closure and comes with a detachable belt to cinch your waist.\xa0\nThis upcycled garment includes OCS certified organic cotton, and Tencel™ Lyocell, a natural raw material from eucalyptus trees that is responsibly produced to minimize environmental impact, reducing its carbon footprint and water usage.\nFront High Point Shoulder to Hem:\xa047""\xa0Sweep: 50""']",['jackets']
29,The Cody | Charade,"{'Organic Cotton': '70%', 'GRS Certified Recycled Cotton': '30%'}",['charade'],"('USD', '98')",https://www.boyish.com/products/the-cody-charade,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/Corey-Charade-Front.jpg?v=1581478047,Boyish Jeans,[''],['shorts']
30,The Tommy | Devil Is A Woman,"{'Organic Cotton': '70%', 'GRS Certified Recycled Cotton': '30%'}",['devil is a woman'],"('USD', '168')",https://www.boyish.com/products/the-tommy-devil-is-a-woman,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/Tommy-DevilIsAWoman-Front.jpg?v=1574234048,Boyish Jeans,"['Straight up versatile. The Tommy is a high waisted rigid ripped straight jean in a grey stripe wash. These upcycled jeans include recycled cotton reducing its carbon footprint and reducing water usage.\nFront Rise: 10 1/2""Inseam: 26""Leg Opening: 14 1/2""Button Fly\n** Sale items are non-refundable // Exchange or store credit only **']",['jeans']
31,The Darcy | Deliverance,"{'Organic Cotton': '70%', 'GRS Certified Recycled Cotton': '30%'}",['deliverance'],"('USD', '168')",https://www.boyish.com/products/the-darcy-deliverance,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/Darcy-Deliverance-Front.jpg?v=1574189857,Boyish Jeans,"['Iconic Birkin style. The Darcy is a high waisted rigid pop crop jean in a black stripe wash with a raw hem. This sustainable denim includes recycled cotton reducing its carbon footprint and reducing water usage.\nBlack Stripe\xa0Wash\nFront Rise: 11 1/2""\xa0Inseam: 26""\xa0Leg Opening: 16 1/2""Button Fly\n** Sale items are non-refundable // Exchange or store credit only **']",['jeans']
32,The Ryder | Midnight Cowboy,"{'Organic Cotton': '70%', 'GRS Certified Recycled Cotton': '30%'}",['midnight cowboy'],"('USD', '188')",https://www.boyish.com/products/the-ryder-midnight-cowboy,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/Ryder-MidnightCowboy-Front-Close.jpg?v=1574267919,Boyish Jeans,"['Inspired in the \'80s. The Ryder is a vintage denim jacket treasure that will last forever in your closet. This Jacket has cropped batwing sleeves, oversized pockets, and zigzag stitching details. Made in the perfect black stone wash and recycled cotton that helps reducing its carbon footprint and water usage.\nBlack Stone Wash\nFront High Point Shoulder: 22 1/2""\xa0Sweep: 39""']",['jackets']
33,The Corey | Royal Wedding,"{'Organic Cotton': '70%', 'GRS Certified Recycled Cotton': '30%'}",['royal wedding'],"('USD', '108')",https://www.boyish.com/products/the-corey-royal-wedding,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/Corey-RoyalWedding-Front.jpg?v=1566925791,Boyish Jeans,"['Mary Quant signature. The Corey is a rigid mini skirt in a white wash with destruction and a raw hem. This vintage inspired jean skirt includes recycled cotton reducing its carbon footprint and reducing water usage.\nVintage White With Destruction\nCenter Front: 15""\xa0Sweep: 42""Button Fly\n** Sale items are non-refundable // Exchange or store credit only **']",['skirts']
34,The Brody | Vertigo,"{'Organic Cotton': '70%', 'GRS Certified Recycled Cotton': '30%'}",['vertigo'],"('USD', '138')",https://www.boyish.com/products/the-brody-vertigo,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/Brody-Vertigo-Front_2b646cf2-1725-4d67-a483-9c2ff03618c5.jpg?v=1566452239,Boyish Jeans,"['Work it. A new spin on ethical fashion. The Brody is a rigid overall short in a vintage white eco wash. This sustainable overall includes recycled cotton reducing its carbon footprint and reducing water usage.\nVintage White\nFront Rise: 13"" Inseam: 2 1/2"" Leg Opening: 24 1/2""\n** Sale items are non-refundable // Exchange or store credit only **']",['overalls']
35,The Harvey | Ashes & Diamonds,"{'Organic Cotton': '70%', 'GRS Certified Recycled Cotton': '30%'}",['ashes and diamonds'],"('USD', '188')",https://www.boyish.com/products/the-harvey-ashes-diamonds,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/Harvey-AshesAndDiamonds-Front.jpg?v=1566932398,Boyish Jeans,"['Born to be wild. The Harvey is inspired by your favorite vintage denim jacket. It is rigid and cropped with a raw hem and comes in a slate eco wash. This jacket includes recycled cotton reducing its carbon footprint and reducing water.\nSlate Wash\nFront High Point Shoulder: 20 1/2""\xa0Sweep: 41""\n** Sale items are non-refundable // Exchange or store credit only **']",['jackets']
36,The Colby | Lady Of Burlesque,"{'Organic Cotton': '70%', 'GRS Certified Recycled Cotton': '30%'}",['lady of burlesque'],"('USD', '248')",https://www.boyish.com/products/the-colby-lady-of-burlesque,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/Colby-LadyOfBurlesque-Front.jpg?v=1566925386,Boyish Jeans,"['Take it to the next level. The Colby is a high waisted rigid skinny jean with an exposed zipper that zips from front to back. It is reminiscent of the most perfect hip hugging vintage jeans in a medium eco wash. This upcycled jean includes recycled cotton reducing its carbon footprint and reducing water.\nMedium Indigo Wash With Exposed Zipper & Released Waist\nFront Rise: 11""\xa0Inseam: 29""\xa0Leg Opening: 11 1/2""Zipper Fly\n** Sale items are non-refundable // Exchange or store credit only **']",['']
37,The Charley | The Navigator,"{'Organic Cotton': '70%', 'GRS Certified Recycled Cotton': '30%'}",['the navigator'],"('USD', '188')",https://www.boyish.com/products/the-charley-the-navigator,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/TheCharley-Navigator-Front.jpg?v=1591977397,Boyish Jeans,"['Back in time. Here is our take on rigid high waisted wide leg jeans. The Charley comes in a medium light wash with a raw hem and exposed button fly. This jean includes recycled cotton reducing its carbon footprint and reducing water usage.\nFront Rise: 13 1/2""Inseam: 31 3/4""Leg Opening: 21 3/4""Button Fly']",['jeans']
